donor_id,locality_tier,house_type,donation_2023,donation_2024,donation_2025,consistency_score,preferred_mode,earning_members,target_2026
DN-11499,TIER_2,INDEPENDENT_HOUSE,1300,1400,1600,1.0,UPI,2,1750
DN-11500,TIER_3,INDEPENDENT_HOUSE,950,1050,1200,1.0,UPI,3,1300
DN-11501,TIER_3,APARTMENT_FLAT,1000,1050,1200,0.9,CASH,1,1250
DN-11502,TIER_1,APARTMENT_FLAT,1750,1950,2100,1.0,CASH,4,2300
DN-11503,TIER_3,APARTMENT_FLAT,800,900,1000,1.0,UPI,1,1150
DN-11504,TIER_3,INDEPENDENT_HOUSE,1600,1700,1800,1.0,CASH,4,2000
DN-11505,TIER_2,COMMERCIAL_SHOP,5700,6200,6550,1.0,UPI,2,7500
DN-11506,TIER_1,APARTMENT_FLAT,2900,3300,3750,0.7,UPI,1,3700
DN-11507,TIER_2,APARTMENT_FLAT,850,900,1000,1.0,CASH,2,1050
DN-11508,TIER_2,APARTMENT_FLAT,1450,1600,1750,1.0,UPI,1,1800
DN-11509,TIER_1,CLINIC_PROFESSIONAL,2850,3100,3400,1.0,CASH,3,3800
DN-11510,TIER_1,APARTMENT_FLAT,2300,2550,2850,1.0,CASH,4,3250
DN-11511,TIER_3,APARTMENT_FLAT,350,350,400,0.4,CASH,1,350
DN-11512,TIER_1,INDEPENDENT_HOUSE,6500,6800,7300,1.0,CASH,2,8150
DN-11513,TIER_3,CLINIC_PROFESSIONAL,1200,1350,1500,1.0,CASH,3,1600
DN-11514,TIER_1,COMMERCIAL_SHOP,3300,3750,4200,1.0,CASH,1,4500
DN-11515,TIER_3,COMMERCIAL_SHOP,800,0,850,0.9,CASH,2,950
DN-11516,TIER_3,INDEPENDENT_HOUSE,1650,1750,1950,0.9,UPI,1,2000
DN-11517,TIER_2,APARTMENT_FLAT,750,800,850,0.9,CASH,4,950
DN-11518,TIER_3,APARTMENT_FLAT,400,450,450,1.0,UPI,2,450
DN-11519,TIER_3,APARTMENT_FLAT,1200,1350,1450,0.9,CASH,1,1550
DN-11520,TIER_1,APARTMENT_FLAT,5050,5550,6000,1.0,UPI,1,6450
DN-11521,TIER_2,COMMERCIAL_SHOP,1400,1550,1750,1.0,CASH,3,1900
DN-11522,TIER_2,INDEPENDENT_HOUSE,2350,2550,2850,1.0,CASH,1,3000
DN-11523,TIER_1,APARTMENT_FLAT,2300,2500,2850,1.0,UPI,3,3050
DN-11524,TIER_2,APARTMENT_FLAT,1700,1800,2000,1.0,CASH,3,2150
DN-11525,TIER_1,INDEPENDENT_HOUSE,3800,4000,4300,0.9,UPI,3,4800
DN-11526,TIER_2,APARTMENT_FLAT,1250,1300,0,0.7,CASH,4,1350
DN-11527,TIER_3,APARTMENT_FLAT,900,950,1050,1.0,CASH,2,1150
DN-11528,TIER_2,APARTMENT_FLAT,1350,1400,1550,1.0,UPI,3,1700
DN-11529,TIER_2,COMMERCIAL_SHOP,750,800,850,1.0,CASH,2,900
DN-11530,TIER_2,COMMERCIAL_SHOP,2600,2850,3000,0.9,UPI,2,3250
DN-11531,TIER_2,APARTMENT_FLAT,1050,1150,1300,1.0,UPI,4,1400
DN-11532,TIER_2,APARTMENT_FLAT,1900,2150,2250,1.0,UPI,4,2450
DN-11533,TIER_2,INDEPENDENT_HOUSE,0,2300,0,0.4,UPI,1,1950
DN-11534,TIER_3,APARTMENT_FLAT,0,1600,1800,0.7,CASH,2,1900
DN-11535,TIER_2,INDEPENDENT_HOUSE,1100,1200,1350,1.0,UPI,3,1500
DN-11536,TIER_2,INDEPENDENT_HOUSE,1100,0,1150,0.4,UPI,4,1000
DN-11537,TIER_1,APARTMENT_FLAT,1800,2050,2250,1.0,UPI,1,2550
DN-11538,TIER_3,INDEPENDENT_HOUSE,750,850,950,0.9,CASH,2,1000
DN-11539,TIER_2,INDEPENDENT_HOUSE,1450,1550,1750,1.0,UPI,3,1950
DN-11540,TIER_2,CLINIC_PROFESSIONAL,1950,2050,2350,1.0,CASH,2,2650
DN-11541,TIER_2,COMMERCIAL_SHOP,950,1050,1150,0.7,CASH,2,1150
DN-11542,TIER_1,CLINIC_PROFESSIONAL,3700,4150,4600,1.0,CASH,1,4900
DN-11543,TIER_1,APARTMENT_FLAT,2850,3000,3400,1.0,UPI,2,3600
DN-11544,TIER_2,INDEPENDENT_HOUSE,1950,2150,2450,1.0,CASH,4,2550
DN-11545,TIER_1,APARTMENT_FLAT,2650,2900,0,0.9,UPI,3,3100
DN-11546,TIER_2,INDEPENDENT_HOUSE,950,1050,1100,1.0,UPI,4,1200
DN-11547,TIER_3,INDEPENDENT_HOUSE,1100,1200,1300,1.0,CASH,2,1400
DN-11548,TIER_1,COMMERCIAL_SHOP,2800,3100,3500,1.0,UPI,4,3650
DN-11549,TIER_1,APARTMENT_FLAT,1850,1950,2050,1.0,CASH,2,2200
DN-11550,TIER_1,INDEPENDENT_HOUSE,3400,3850,4250,1.0,UPI,4,4500
DN-11551,TIER_3,APARTMENT_FLAT,550,600,650,0.9,CASH,1,750
DN-11552,TIER_2,APARTMENT_FLAT,2050,2300,2450,1.0,UPI,4,2600
DN-11553,TIER_3,APARTMENT_FLAT,750,800,850,1.0,CASH,4,950
DN-11554,TIER_2,APARTMENT_FLAT,1150,1300,1400,0.9,UPI,2,1550
DN-11555,TIER_2,INDEPENDENT_HOUSE,1750,1950,2200,1.0,UPI,2,2400
DN-11556,TIER_2,INDEPENDENT_HOUSE,2100,2300,2600,1.0,UPI,3,2750
DN-11557,TIER_1,APARTMENT_FLAT,2100,0,0,0.7,UPI,2,2100
DN-11558,TIER_2,INDEPENDENT_HOUSE,1950,2050,2150,0.9,CASH,1,2400
DN-11559,TIER_3,APARTMENT_FLAT,800,850,900,1.0,CASH,2,950
DN-11560,TIER_2,APARTMENT_FLAT,1750,1950,2150,0.9,UPI,3,2350
DN-11561,TIER_2,INDEPENDENT_HOUSE,2650,3000,3450,1.0,CASH,4,3650
DN-11562,TIER_2,APARTMENT_FLAT,2100,2250,2400,1.0,UPI,2,2750
DN-11563,TIER_2,INDEPENDENT_HOUSE,1900,2150,2450,1.0,CASH,2,2600
DN-11564,TIER_1,APARTMENT_FLAT,1400,0,1600,0.9,UPI,2,1800
DN-11565,TIER_2,INDEPENDENT_HOUSE,0,0,0,0.4,CASH,4,1850
DN-11566,TIER_2,CLINIC_PROFESSIONAL,2700,3050,3250,1.0,UPI,1,3650
DN-11567,TIER_2,INDEPENDENT_HOUSE,1200,1350,1500,1.0,CASH,2,1600
DN-11568,TIER_2,APARTMENT_FLAT,1450,1550,1750,1.0,UPI,1,1950
DN-11569,TIER_2,INDEPENDENT_HOUSE,4350,0,4600,0.7,CASH,4,4800
DN-11570,TIER_1,APARTMENT_FLAT,1750,1950,2200,1.0,UPI,4,2400
DN-11571,TIER_1,INDEPENDENT_HOUSE,2500,2800,3050,1.0,UPI,3,3450
DN-11572,TIER_1,COMMERCIAL_SHOP,0,0,4800,0.7,CASH,4,5050
DN-11573,TIER_2,COMMERCIAL_SHOP,1650,1750,1900,1.0,UPI,4,2050
DN-11574,TIER_2,INDEPENDENT_HOUSE,2150,2300,2500,0.7,CASH,3,2500
DN-11575,TIER_2,INDEPENDENT_HOUSE,3300,3750,4000,1.0,UPI,4,4500
DN-11576,TIER_2,APARTMENT_FLAT,800,900,1000,1.0,UPI,2,1100
DN-11577,TIER_2,INDEPENDENT_HOUSE,1150,1300,1500,0.9,UPI,2,1700
DN-11578,TIER_3,COMMERCIAL_SHOP,900,1000,1100,1.0,UPI,3,1250
DN-11579,TIER_1,APARTMENT_FLAT,1400,1550,1750,1.0,UPI,4,1850
DN-11580,TIER_2,APARTMENT_FLAT,750,800,900,0.9,CASH,2,1000
DN-11581,TIER_2,APARTMENT_FLAT,1350,0,1450,0.7,CASH,4,1450
DN-11582,TIER_2,CLINIC_PROFESSIONAL,2250,2500,2650,0.9,UPI,3,2900
DN-11583,TIER_2,CLINIC_PROFESSIONAL,5250,5550,6400,1.0,CASH,4,6800
DN-11584,TIER_3,APARTMENT_FLAT,700,800,900,0.9,UPI,1,1000
DN-11585,TIER_2,APARTMENT_FLAT,3200,3550,4000,1.0,CASH,2,4300
DN-11586,TIER_3,APARTMENT_FLAT,700,750,800,0.9,CASH,2,850
DN-11587,TIER_1,COMMERCIAL_SHOP,3300,3750,3950,1.0,UPI,2,4150
DN-11588,TIER_2,APARTMENT_FLAT,2200,2300,2500,1.0,CASH,4,2850
DN-11589,TIER_1,APARTMENT_FLAT,5250,5950,6700,1.0,CASH,3,7000
DN-11590,TIER_2,INDEPENDENT_HOUSE,1050,1150,1300,0.9,UPI,2,1450
DN-11591,TIER_1,INDEPENDENT_HOUSE,2700,2900,3300,0.9,UPI,2,3400
DN-11592,TIER_1,APARTMENT_FLAT,3750,4100,4700,1.0,UPI,2,5000
DN-11593,TIER_1,INDEPENDENT_HOUSE,1200,0,0,0.7,UPI,3,1200
DN-11594,TIER_1,COMMERCIAL_SHOP,3850,4150,4550,1.0,UPI,4,4750
DN-11595,TIER_3,APARTMENT_FLAT,1050,1150,1300,0.9,CASH,4,1350
DN-11596,TIER_2,APARTMENT_FLAT,1100,0,1150,0.9,UPI,4,1250
DN-11597,TIER_3,APARTMENT_FLAT,750,800,900,1.0,CASH,2,950
DN-11598,TIER_1,APARTMENT_FLAT,3650,4150,4600,1.0,UPI,2,4850
DN-11599,TIER_2,CLINIC_PROFESSIONAL,0,6800,0,0.7,CASH,2,6950
DN-11600,TIER_1,APARTMENT_FLAT,950,1000,1050,1.0,UPI,2,1100
DN-11601,TIER_1,COMMERCIAL_SHOP,5250,5550,5950,0.9,CHEQUE,3,6800
DN-11602,TIER_1,INDEPENDENT_HOUSE,4500,5050,5800,0.9,CASH,2,6400
DN-11603,TIER_3,COMMERCIAL_SHOP,1450,1550,1700,0.9,UPI,4,1900
DN-11604,TIER_2,INDEPENDENT_HOUSE,1300,1450,1550,1.0,UPI,2,1700
DN-11605,TIER_1,INDEPENDENT_HOUSE,2400,2600,2950,1.0,UPI,4,3150
DN-11606,TIER_2,COMMERCIAL_SHOP,0,0,1000,0.9,UPI,1,1100
DN-11607,TIER_1,APARTMENT_FLAT,1400,1450,1600,1.0,CASH,2,1800
DN-11608,TIER_3,INDEPENDENT_HOUSE,950,1000,1100,1.0,CASH,3,1150
DN-11609,TIER_2,INDEPENDENT_HOUSE,6150,6650,7500,1.0,UPI,2,7800
DN-11610,TIER_3,APARTMENT_FLAT,400,400,450,1.0,CASH,2,500
DN-11611,TIER_2,INDEPENDENT_HOUSE,1300,1400,1500,1.0,CASH,3,1700
DN-11612,TIER_2,INDEPENDENT_HOUSE,2100,2350,2600,1.0,UPI,4,2900
DN-11613,TIER_2,INDEPENDENT_HOUSE,1550,1600,1750,1.0,UPI,1,1900
DN-11614,TIER_2,COMMERCIAL_SHOP,1750,1850,2100,1.0,UPI,3,2300
DN-11615,TIER_1,INDEPENDENT_HOUSE,7350,7900,8700,1.0,CASH,4,9250
DN-11616,TIER_1,INDEPENDENT_HOUSE,1550,1750,1900,1.0,CASH,2,2100
DN-11617,TIER_2,APARTMENT_FLAT,1200,1300,1400,1.0,CASH,4,1550
DN-11618,TIER_1,INDEPENDENT_HOUSE,3200,3400,3750,1.0,UPI,3,3900
DN-11619,TIER_2,APARTMENT_FLAT,0,0,3300,0.4,CASH,4,2850
DN-11620,TIER_1,COMMERCIAL_SHOP,0,6150,0,0.4,UPI,1,5150
DN-11621,TIER_1,APARTMENT_FLAT,1300,1400,1500,1.0,CASH,2,1700
DN-11622,TIER_1,APARTMENT_FLAT,1500,1600,1850,1.0,UPI,2,2000
DN-11623,TIER_3,COMMERCIAL_SHOP,950,1050,1200,1.0,CASH,3,1350
DN-11624,TIER_3,INDEPENDENT_HOUSE,850,950,1050,0.9,CASH,3,1100
DN-11625,TIER_3,COMMERCIAL_SHOP,1600,1800,1950,1.0,CASH,2,2200
DN-11626,TIER_1,APARTMENT_FLAT,2450,2600,2900,1.0,UPI,1,3300
DN-11627,TIER_3,INDEPENDENT_HOUSE,800,850,950,1.0,CASH,2,1050
DN-11628,TIER_1,INDEPENDENT_HOUSE,2850,3000,3250,1.0,CASH,2,3450
DN-11629,TIER_1,INDEPENDENT_HOUSE,2300,2500,2800,1.0,CASH,4,2950
DN-11630,TIER_1,APARTMENT_FLAT,2000,2250,2450,1.0,UPI,4,2750
DN-11631,TIER_2,APARTMENT_FLAT,700,750,850,1.0,UPI,2,900
DN-11632,TIER_1,APARTMENT_FLAT,1650,0,1750,0.7,CASH,1,1800
DN-11633,TIER_1,CLINIC_PROFESSIONAL,3800,4300,4850,0.9,UPI,4,5050
DN-11634,TIER_2,INDEPENDENT_HOUSE,2350,2500,2850,1.0,CASH,2,3000
DN-11635,TIER_2,CLINIC_PROFESSIONAL,2850,3250,3600,1.0,CASH,2,3900
DN-11636,TIER_3,APARTMENT_FLAT,800,900,1000,0.7,CASH,3,950
DN-11637,TIER_1,INDEPENDENT_HOUSE,4750,5300,5700,1.0,UPI,4,6300
DN-11638,TIER_1,INDEPENDENT_HOUSE,2150,2400,2700,1.0,UPI,3,3100
DN-11639,TIER_1,INDEPENDENT_HOUSE,0,5650,0,0.7,CASH,4,5750
DN-11640,TIER_3,APARTMENT_FLAT,750,800,850,0.7,UPI,1,900
DN-11641,TIER_2,INDEPENDENT_HOUSE,3200,3600,0,0.4,UPI,2,2950
DN-11642,TIER_2,INDEPENDENT_HOUSE,1550,1750,1900,1.0,UPI,1,2150
DN-11643,TIER_3,APARTMENT_FLAT,700,800,850,1.0,CASH,2,950
DN-11644,TIER_2,INDEPENDENT_HOUSE,1900,2050,2150,0.9,CASH,3,2450
DN-11645,TIER_2,INDEPENDENT_HOUSE,450,500,550,1.0,UPI,4,600
DN-11646,TIER_2,APARTMENT_FLAT,1350,1400,1500,0.9,CASH,2,1650
DN-11647,TIER_2,APARTMENT_FLAT,1350,1450,1650,1.0,UPI,4,1800
DN-11648,TIER_2,APARTMENT_FLAT,2150,2250,2400,1.0,CASH,4,2550
DN-11649,TIER_3,CLINIC_PROFESSIONAL,600,650,750,0.9,CASH,4,850
DN-11650,TIER_2,APARTMENT_FLAT,1100,1150,1300,1.0,UPI,2,1400
DN-11651,TIER_2,CLINIC_PROFESSIONAL,1500,1650,1900,1.0,CASH,1,2150
DN-11652,TIER_1,INDEPENDENT_HOUSE,4000,4450,5050,1.0,UPI,4,5350
DN-11653,TIER_3,APARTMENT_FLAT,600,650,750,1.0,CASH,4,800
DN-11654,TIER_2,APARTMENT_FLAT,1800,2000,2150,1.0,UPI,1,2250
DN-11655,TIER_3,INDEPENDENT_HOUSE,900,1000,1100,0.9,CASH,2,1150
DN-11656,TIER_2,APARTMENT_FLAT,1000,1050,1200,0.9,UPI,1,1300
DN-11657,TIER_1,APARTMENT_FLAT,1450,1500,1650,1.0,UPI,4,1800
DN-11658,TIER_2,INDEPENDENT_HOUSE,700,750,850,0.7,UPI,1,850
DN-11659,TIER_1,APARTMENT_FLAT,2550,2850,3000,1.0,UPI,2,3250
DN-11660,TIER_1,INDEPENDENT_HOUSE,6550,7000,7950,1.0,UPI,4,8700
DN-11661,TIER_3,INDEPENDENT_HOUSE,600,650,750,0.9,CASH,2,850
DN-11662,TIER_1,INDEPENDENT_HOUSE,3050,3400,3900,1.0,CASH,2,4050
DN-11663,TIER_2,INDEPENDENT_HOUSE,1800,1950,2200,0.9,CASH,2,2500
DN-11664,TIER_3,APARTMENT_FLAT,1000,1100,1250,1.0,CASH,1,1450
DN-11665,TIER_2,APARTMENT_FLAT,1750,1900,2150,1.0,UPI,3,2400
DN-11666,TIER_1,APARTMENT_FLAT,0,0,0,0.7,UPI,2,2550
DN-11667,TIER_1,INDEPENDENT_HOUSE,3850,4000,4500,0.9,CASH,3,4900
DN-11668,TIER_2,APARTMENT_FLAT,2800,3100,3300,1.0,CASH,4,3450
DN-11669,TIER_1,APARTMENT_FLAT,2050,2250,2500,0.7,UPI,3,2650
DN-11670,TIER_1,APARTMENT_FLAT,2200,2350,2500,1.0,CASH,3,2600
DN-11671,TIER_1,APARTMENT_FLAT,1600,1800,2050,0.9,CASH,2,2250
DN-11672,TIER_2,COMMERCIAL_SHOP,3650,4150,4450,1.0,CASH,1,4950
DN-11673,TIER_2,APARTMENT_FLAT,750,850,900,1.0,CASH,2,950
DN-11674,TIER_3,APARTMENT_FLAT,600,0,650,0.9,UPI,3,750
DN-11675,TIER_2,APARTMENT_FLAT,1050,1150,1300,1.0,CASH,4,1350
DN-11676,TIER_1,APARTMENT_FLAT,4350,4600,4950,1.0,UPI,3,5400
DN-11677,TIER_1,INDEPENDENT_HOUSE,3950,4200,4450,1.0,UPI,4,4900
DN-11678,TIER_1,COMMERCIAL_SHOP,4350,4750,5400,0.9,CASH,1,6050
DN-11679,TIER_2,APARTMENT_FLAT,850,0,900,0.7,CASH,2,900
DN-11680,TIER_2,INDEPENDENT_HOUSE,800,850,950,1.0,CASH,3,1000
DN-11681,TIER_2,APARTMENT_FLAT,1100,1250,1350,1.0,UPI,3,1500
DN-11682,TIER_1,INDEPENDENT_HOUSE,4550,4750,0,0.7,UPI,1,4950
DN-11683,TIER_2,APARTMENT_FLAT,3000,3250,3500,1.0,UPI,4,3750
DN-11684,TIER_2,INDEPENDENT_HOUSE,0,2600,0,0.7,CASH,1,2750
DN-11685,TIER_1,APARTMENT_FLAT,2700,3000,3350,1.0,UPI,3,3650
DN-11686,TIER_2,APARTMENT_FLAT,1800,1950,2150,1.0,CASH,2,2250
DN-11687,TIER_3,APARTMENT_FLAT,0,0,700,0.7,UPI,2,700
DN-11688,TIER_2,APARTMENT_FLAT,1500,1650,1750,1.0,UPI,3,1850
DN-11689,TIER_3,APARTMENT_FLAT,950,1050,1150,1.0,CASH,2,1200
DN-11690,TIER_1,APARTMENT_FLAT,3500,3800,4350,1.0,CASH,3,4900
DN-11691,TIER_2,APARTMENT_FLAT,1450,1550,1700,0.9,UPI,4,1950
DN-11692,TIER_1,INDEPENDENT_HOUSE,3450,3800,4300,1.0,UPI,2,4900
DN-11693,TIER_2,INDEPENDENT_HOUSE,2000,2200,2350,1.0,CASH,2,2450
DN-11694,TIER_2,APARTMENT_FLAT,0,0,2200,0.9,UPI,2,2500
DN-11695,TIER_3,APARTMENT_FLAT,1050,1100,1200,1.0,CASH,3,1350
DN-11696,TIER_2,CLINIC_PROFESSIONAL,0,11900,0,0.9,UPI,2,13400
DN-11697,TIER_1,APARTMENT_FLAT,2450,2800,3200,1.0,UPI,3,3600
DN-11698,TIER_2,APARTMENT_FLAT,3100,3350,3550,1.0,UPI,2,3750
DN-11699,TIER_1,APARTMENT_FLAT,4250,4750,5050,1.0,UPI,2,5500
DN-11700,TIER_2,INDEPENDENT_HOUSE,1100,1200,1350,0.9,CASH,2,1500
DN-11701,TIER_3,INDEPENDENT_HOUSE,750,850,1000,1.0,CASH,2,1050
DN-11702,TIER_3,APARTMENT_FLAT,700,750,850,0.9,CASH,1,950
DN-11703,TIER_1,APARTMENT_FLAT,3150,3350,3550,1.0,UPI,4,3800
DN-11704,TIER_2,APARTMENT_FLAT,900,950,1050,1.0,UPI,2,1100
DN-11705,TIER_1,APARTMENT_FLAT,1750,1900,2050,1.0,UPI,1,2200
DN-11706,TIER_1,APARTMENT_FLAT,1800,1950,2150,1.0,UPI,3,2350
DN-11707,TIER_1,APARTMENT_FLAT,2300,2400,2700,1.0,CASH,1,3050
DN-11708,TIER_2,INDEPENDENT_HOUSE,1650,1800,2050,1.0,CASH,2,2300
DN-11709,TIER_3,INDEPENDENT_HOUSE,750,800,850,1.0,UPI,4,900
DN-11710,TIER_2,INDEPENDENT_HOUSE,3200,3350,3550,0.7,CASH,2,3800
DN-11711,TIER_1,INDEPENDENT_HOUSE,2750,3050,3450,1.0,UPI,4,3650
DN-11712,TIER_1,INDEPENDENT_HOUSE,4050,4550,5100,1.0,UPI,3,5750
DN-11713,TIER_2,APARTMENT_FLAT,1700,1800,2050,1.0,UPI,3,2250
DN-11714,TIER_2,INDEPENDENT_HOUSE,1850,2050,2350,1.0,UPI,4,2600
DN-11715,TIER_2,APARTMENT_FLAT,650,700,800,1.0,CASH,4,900
DN-11716,TIER_3,INDEPENDENT_HOUSE,1150,1250,1350,1.0,UPI,2,1500
DN-11717,TIER_1,APARTMENT_FLAT,1450,1650,1850,1.0,UPI,2,2000
DN-11718,TIER_1,APARTMENT_FLAT,2050,2300,2450,1.0,UPI,3,2800
DN-11719,TIER_2,APARTMENT_FLAT,650,750,800,1.0,UPI,2,900
DN-11720,TIER_1,INDEPENDENT_HOUSE,2350,2550,2850,1.0,UPI,4,3150
DN-11721,TIER_2,APARTMENT_FLAT,1000,1050,1150,0.9,CASH,4,1300
DN-11722,TIER_2,APARTMENT_FLAT,1750,1950,2200,1.0,CASH,3,2450
DN-11723,TIER_3,COMMERCIAL_SHOP,1550,1650,1750,1.0,UPI,4,1950
DN-11724,TIER_2,APARTMENT_FLAT,1150,1250,1400,1.0,UPI,2,1500
DN-11725,TIER_2,APARTMENT_FLAT,1700,1800,2050,0.9,UPI,1,2300
DN-11726,TIER_3,INDEPENDENT_HOUSE,650,700,750,1.0,CASH,4,800
DN-11727,TIER_1,INDEPENDENT_HOUSE,1950,2050,2200,1.0,UPI,1,2450
DN-11728,TIER_2,INDEPENDENT_HOUSE,2100,2300,2550,1.0,CASH,4,2650
DN-11729,TIER_2,APARTMENT_FLAT,1850,2050,2350,1.0,CASH,2,2550
DN-11730,TIER_2,APARTMENT_FLAT,1350,1500,1650,1.0,CASH,1,1800
DN-11731,TIER_2,APARTMENT_FLAT,1300,1400,1600,1.0,CASH,2,1800
DN-11732,TIER_1,INDEPENDENT_HOUSE,3200,3650,4150,1.0,CASH,3,4700
DN-11733,TIER_1,APARTMENT_FLAT,2950,3100,3500,1.0,UPI,1,3900
DN-11734,TIER_3,APARTMENT_FLAT,300,300,350,1.0,CASH,3,350
DN-11735,TIER_3,INDEPENDENT_HOUSE,1250,0,1350,0.7,CASH,4,1300
DN-11736,TIER_2,INDEPENDENT_HOUSE,3350,3700,4000,1.0,UPI,1,4300
DN-11737,TIER_1,INDEPENDENT_HOUSE,2250,2450,2650,0.7,UPI,2,2650
DN-11738,TIER_1,CLINIC_PROFESSIONAL,4300,4600,4850,0.9,CASH,4,5350
DN-11739,TIER_1,APARTMENT_FLAT,4350,4950,5700,0.7,UPI,2,5600
DN-11740,TIER_2,APARTMENT_FLAT,1100,1250,1400,1.0,CASH,2,1450
DN-11741,TIER_2,INDEPENDENT_HOUSE,1150,1250,1450,1.0,UPI,3,1550
DN-11742,TIER_2,CLINIC_PROFESSIONAL,1650,1850,2050,1.0,CASH,2,2250
DN-11743,TIER_3,COMMERCIAL_SHOP,1400,1500,1600,1.0,CASH,2,1700
DN-11744,TIER_1,INDEPENDENT_HOUSE,3500,3700,4100,1.0,UPI,1,4250
DN-11745,TIER_1,APARTMENT_FLAT,2750,3050,3500,1.0,UPI,2,3650
DN-11746,TIER_1,CLINIC_PROFESSIONAL,9550,9950,10750,1.0,UPI,2,12250
DN-11747,TIER_3,APARTMENT_FLAT,550,600,650,1.0,CASH,2,700
DN-11748,TIER_1,INDEPENDENT_HOUSE,2400,0,2650,0.9,UPI,2,2900
DN-11749,TIER_2,INDEPENDENT_HOUSE,4050,4350,4800,1.0,CASH,2,5500
DN-11750,TIER_2,APARTMENT_FLAT,1800,1900,2050,1.0,CASH,2,2150
DN-11751,TIER_2,CLINIC_PROFESSIONAL,0,2850,0,0.7,CASH,1,2950
DN-11752,TIER_3,APARTMENT_FLAT,400,450,500,0.9,UPI,3,550
DN-11753,TIER_1,APARTMENT_FLAT,2800,2950,3350,1.0,UPI,2,3650
DN-11754,TIER_2,APARTMENT_FLAT,1750,1950,2200,1.0,UPI,3,2350
DN-11755,TIER_3,INDEPENDENT_HOUSE,1300,1400,1500,0.9,UPI,1,1650
DN-11756,TIER_1,APARTMENT_FLAT,3000,3200,3500,1.0,CASH,2,3650
DN-11757,TIER_3,APARTMENT_FLAT,800,850,900,1.0,UPI,4,1000
DN-11758,TIER_1,INDEPENDENT_HOUSE,3050,3200,3650,1.0,UPI,4,3950
DN-11759,TIER_2,APARTMENT_FLAT,1600,1700,1850,1.0,CASH,2,2100
DN-11760,TIER_2,APARTMENT_FLAT,2200,2500,2800,1.0,CASH,2,2950
DN-11761,TIER_2,APARTMENT_FLAT,1000,1100,1150,0.9,CASH,4,1200
DN-11762,TIER_1,APARTMENT_FLAT,2850,3100,3300,1.0,UPI,2,3650
DN-11763,TIER_2,INDEPENDENT_HOUSE,2150,2350,0,0.9,CASH,2,2450
DN-11764,TIER_2,CLINIC_PROFESSIONAL,0,0,0,0.4,CASH,2,2350
DN-11765,TIER_2,INDEPENDENT_HOUSE,2600,2950,3300,1.0,CASH,3,3450
DN-11766,TIER_3,APARTMENT_FLAT,500,550,600,1.0,UPI,2,650
DN-11767,TIER_2,INDEPENDENT_HOUSE,2500,2650,2900,0.9,CASH,3,3150
DN-11768,TIER_2,APARTMENT_FLAT,1000,1100,1150,1.0,CASH,4,1250
DN-11769,TIER_2,INDEPENDENT_HOUSE,2450,2600,2950,1.0,UPI,2,3300
DN-11770,TIER_2,APARTMENT_FLAT,1650,1750,1950,1.0,UPI,2,2150
DN-11771,TIER_3,APARTMENT_FLAT,650,750,800,1.0,UPI,2,900
DN-11772,TIER_3,INDEPENDENT_HOUSE,1900,2100,2250,0.9,CASH,2,2400
DN-11773,TIER_1,INDEPENDENT_HOUSE,5400,6050,6950,1.0,UPI,3,7500
DN-11774,TIER_2,CLINIC_PROFESSIONAL,1950,2150,2450,1.0,UPI,2,2650
DN-11775,TIER_1,CLINIC_PROFESSIONAL,5700,6450,6850,1.0,CASH,3,7650
DN-11776,TIER_3,APARTMENT_FLAT,1250,1350,1450,0.9,UPI,1,1500
DN-11777,TIER_1,COMMERCIAL_SHOP,0,13000,14300,0.9,UPI,1,16150
DN-11778,TIER_1,APARTMENT_FLAT,1200,1350,1400,0.7,UPI,2,1450
DN-11779,TIER_1,APARTMENT_FLAT,0,0,2750,0.9,UPI,2,3050
DN-11780,TIER_2,COMMERCIAL_SHOP,2200,2400,2600,1.0,UPI,4,2750
DN-11781,TIER_2,INDEPENDENT_HOUSE,1450,1650,1900,1.0,CASH,2,2050
DN-11782,TIER_1,COMMERCIAL_SHOP,4450,4950,5650,1.0,UPI,4,6450
DN-11783,TIER_2,APARTMENT_FLAT,550,600,650,0.9,UPI,4,700
DN-11784,TIER_1,APARTMENT_FLAT,1600,1700,1950,1.0,CASH,1,2100
DN-11785,TIER_1,COMMERCIAL_SHOP,5650,6300,7000,1.0,UPI,4,7300
DN-11786,TIER_2,APARTMENT_FLAT,1350,1450,1600,1.0,CASH,2,1700
DN-11787,TIER_1,APARTMENT_FLAT,1050,1150,1250,1.0,UPI,3,1300
DN-11788,TIER_2,APARTMENT_FLAT,1300,1450,1650,0.9,CASH,4,1800
DN-11789,TIER_2,APARTMENT_FLAT,1600,1700,0,0.9,UPI,3,1900
DN-11790,TIER_1,APARTMENT_FLAT,1100,1150,1250,1.0,UPI,1,1350
DN-11791,TIER_1,CLINIC_PROFESSIONAL,4050,4450,4850,1.0,UPI,2,5200
DN-11792,TIER_3,CLINIC_PROFESSIONAL,600,650,750,0.9,CASH,2,800
DN-11793,TIER_2,INDEPENDENT_HOUSE,1500,1700,1800,1.0,CASH,3,1900
DN-11794,TIER_1,APARTMENT_FLAT,1300,1450,1550,1.0,CASH,1,1650
DN-11795,TIER_3,INDEPENDENT_HOUSE,1450,1650,1750,1.0,CASH,2,1900
DN-11796,TIER_2,APARTMENT_FLAT,1950,2050,2200,1.0,UPI,3,2450
